Car Design,Frontal Area (m²)
F_D_WM_WW_3236,2.608696555
F_D_WM_WW_3052,2.468403925
F_D_WM_WW_3005,2.501880802
F_D_WM_WW_2927,2.701983263
F_D_WM_WW_3449,2.53956348
F_D_WM_WW_2162,2.55833916
F_D_WM_WW_3682,2.596307184
F_D_WM_WW_1317,2.304299938
F_D_WM_WW_2156,2.563275619
F_D_WM_WW_1033,2.249969258
F_D_WM_WW_1903,2.64268647
F_D_WM_WW_3111,2.455906776
F_D_WM_WW_3258,2.508242232
F_D_WM_WW_1282,2.436514027
F_D_WM_WW_2454,2.429121184
F_D_WM_WW_3868,2.577914984
F_D_WM_WW_1805,2.282146241
F_D_WM_WW_3495,2.436773304
F_D_WM_WW_1161,2.680490663
F_D_WM_WW_2918,2.497355318
F_D_WM_WW_3971,2.253978094
F_D_WM_WW_2647,2.63006092
F_D_WM_WW_2081,2.738201283
F_D_WM_WW_1420,2.471443398
F_D_WM_WW_2842,2.421960393
F_D_WM_WW_2803,2.551762409
F_D_WM_WW_1102,2.681232735
F_D_WM_WW_3809,2.47796598
F_D_WM_WW_1244,2.691832361
F_D_WM_WW_2440,2.471073856
F_D_WM_WW_3104,2.620555095
F_D_WM_WW_2333,2.65723948
F_D_WM_WW_2487,2.462373561
F_D_WM_WW_1688,2.347409136
F_D_WM_WW_2980,2.432446177
F_D_WM_WW_2110,2.603195722
F_D_WM_WW_2893,2.657813723
F_D_WM_WW_1006,2.536301998
F_D_WM_WW_2130,2.597441749
F_D_WM_WW_2621,2.293092976
F_D_WM_WW_2297,2.723755564
F_D_WM_WW_2166,2.268089263
F_D_WM_WW_3278,2.256221227
F_D_WM_WW_2226,2.696222302
F_D_WM_WW_2245,2.461264632
F_D_WM_WW_3557,2.475617279
F_D_WM_WW_3403,2.453364438
F_D_WM_WW_3425,2.661753526
F_D_WM_WW_1796,2.531007299
F_D_WM_WW_2630,2.570284213
F_D_WM_WW_1128,2.614377486
F_D_WM_WW_2598,2.590750041
F_D_WM_WW_2925,2.441300729
F_D_WM_WW_3381,2.401654055
F_D_WM_WW_1538,2.541042895
F_D_WM_WW_3667,2.389244722
F_D_WM_WW_2306,2.200262513
F_D_WM_WW_1441,2.558385218
F_D_WM_WW_2187,2.222996835
F_D_WM_WW_1083,2.354961425
F_D_WM_WW_3766,2.197678046
F_D_WM_WW_1008,2.477693637
F_D_WM_WW_1635,2.349061125
F_D_WM_WW_1865,2.596450292
F_D_WM_WW_2208,2.551755924
F_D_WM_WW_2074,2.458925097
F_D_WM_WW_3011,2.364375592
F_D_WM_WW_2930,2.619410658
F_D_WM_WW_3383,2.500255226
F_D_WM_WW_2571,2.211268697
F_D_WM_WW_3603,2.436184342
F_D_WM_WW_3685,2.476771853
F_D_WM_WW_1725,2.412870331
F_D_WM_WW_2697,2.405685407
F_D_WM_WW_3379,2.534363317
F_D_WM_WW_1596,2.52270553
F_D_WM_WW_3768,2.342577545
F_D_WM_WW_2923,2.52984118
F_D_WM_WW_2259,2.711084491
F_D_WM_WW_2998,2.773017499
F_D_WM_WW_3765,2.58394942
F_D_WM_WW_1569,2.5744797
F_D_WM_WW_2292,2.594398119
F_D_WM_WW_2944,2.246953982
F_D_WM_WW_2782,2.347551723
F_D_WM_WW_3876,2.198712977
F_D_WM_WW_3136,2.574159138
F_D_WM_WW_1829,2.556033809
F_D_WM_WW_1985,2.427626097
F_D_WM_WW_2249,2.244389498
F_D_WM_WW_3275,2.590073579
F_D_WM_WW_2213,2.655323501
F_D_WM_WW_2416,2.397805387
F_D_WM_WW_3986,2.576042495
F_D_WM_WW_2473,2.232287369
F_D_WM_WW_3547,2.342549475
F_D_WM_WW_3517,2.436590571
F_D_WM_WW_3133,2.383361398
F_D_WM_WW_1337,2.513807225
F_D_WM_WW_3954,2.466712849
F_D_WM_WW_2138,2.30187046
F_D_WM_WW_1323,2.450925693
F_D_WM_WW_1642,2.536661911
F_D_WM_WW_2133,2.532464359
F_D_WM_WW_1741,2.455242738
F_D_WM_WW_2902,2.3697206
F_D_WM_WW_1212,2.602183189
F_D_WM_WW_3241,2.443159782
F_D_WM_WW_1172,2.689389518
F_D_WM_WW_1937,2.264467556
F_D_WM_WW_3434,2.318486858
F_D_WM_WW_1276,2.592086859
F_D_WM_WW_1531,2.295373249
F_D_WM_WW_3866,2.309724469
F_D_WM_WW_3958,2.440521277
F_D_WM_WW_2451,2.218599278
F_D_WM_WW_1024,2.473264756
F_D_WM_WW_3500,2.375146963
F_D_WM_WW_1691,2.45523456
F_D_WM_WW_3690,2.533335071
F_D_WM_WW_3295,2.508436289
F_D_WM_WW_2505,2.341994912
F_D_WM_WW_1393,2.523894715
F_D_WM_WW_2951,2.425088372
F_D_WM_WW_1304,2.302032787
F_D_WM_WW_1065,2.543034161
F_D_WM_WW_1665,2.273772642
F_D_WM_WW_3833,2.597351944
F_D_WM_WW_1619,2.431180981
F_D_WM_WW_3438,2.513281956
F_D_WM_WW_1773,2.421969959
F_D_WM_WW_1667,2.222814996
F_D_WM_WW_2769,2.333355823
F_D_WM_WW_1047,2.552496444
F_D_WM_WW_3549,2.382050066
F_D_WM_WW_1852,2.382578066
F_D_WM_WW_3594,2.3041703
F_D_WM_WW_1433,2.348375096
F_D_WM_WW_2568,2.255196741
F_D_WM_WW_3704,2.672343281
F_D_WM_WW_2839,2.413210172
F_D_WM_WW_2428,2.481695934
F_D_WM_WW_3034,2.493307529
F_D_WM_WW_3979,2.480957839
F_D_WM_WW_1477,2.341085442
F_D_WM_WW_3898,2.460204154
F_D_WM_WW_1196,2.532537091
F_D_WM_WW_3356,2.474912215
F_D_WM_WW_1488,2.42761486
F_D_WM_WW_3546,2.469390788
F_D_WM_WW_2814,2.4750876
F_D_WM_WW_2618,2.564492865
F_D_WM_WW_3580,2.42276257
F_D_WM_WW_2276,2.725583159
F_D_WM_WW_3848,2.293165016
F_D_WM_WW_2218,2.414062574
F_D_WM_WW_3245,2.585592544
F_D_WM_WW_3261,2.388442626
F_D_WM_WW_1622,2.664382757
F_D_WM_WW_2634,2.64608544
F_D_WM_WW_3706,2.637871089
F_D_WM_WW_3786,2.342486739
F_D_WM_WW_1023,2.526282568
F_D_WM_WW_3818,2.598509559
F_D_WM_WW_3893,2.323907221
F_D_WM_WW_1275,2.778941382
F_D_WM_WW_1835,2.679283938
F_D_WM_WW_3135,2.652933115
F_D_WM_WW_2787,2.425382674
F_D_WM_WW_3919,2.611860417
F_D_WM_WW_2637,2.640053716
F_D_WM_WW_2242,2.601505477
F_D_WM_WW_2151,2.288884353
F_D_WM_WW_2433,2.567084117
F_D_WM_WW_3208,2.336747466
F_D_WM_WW_1690,2.459515132
F_D_WM_WW_2566,2.46983493
F_D_WM_WW_1415,2.538390019
F_D_WM_WW_3790,2.552027495
F_D_WM_WW_1245,2.395433198
F_D_WM_WW_1037,2.500322958
F_D_WM_WW_1827,2.705752697
F_D_WM_WW_3058,2.519472751
F_D_WM_WW_1046,2.275613754
F_D_WM_WW_2457,2.371647154
F_D_WM_WW_1664,2.535330648
F_D_WM_WW_1169,2.502456866
F_D_WM_WW_1715,2.43990614
F_D_WM_WW_1578,2.524281809
F_D_WM_WW_2179,2.363047209
F_D_WM_WW_1791,2.636907723
F_D_WM_WW_1639,2.204082927
F_D_WM_WW_3336,2.290146485
F_D_WM_WW_1482,2.351875327
F_D_WM_WW_1072,2.222264553
F_D_WM_WW_2332,2.50979333
F_D_WM_WW_3153,2.662088008
F_D_WM_WW_1845,2.36813024
F_D_WM_WW_1753,2.246561883
F_D_WM_WW_1495,2.493591015
F_D_WM_WW_1436,2.326650034
F_D_WM_WW_3198,2.316489142
F_D_WM_WW_2901,2.752955929
F_D_WM_WW_3808,2.477169644
F_D_WM_WW_2038,2.396422904
F_D_WM_WW_1902,2.284363668
F_D_WM_WW_3717,2.325199154
F_D_WM_WW_2605,2.256297583
F_D_WM_WW_2398,2.484549762
F_D_WM_WW_3316,2.569051873
F_D_WM_WW_2536,2.449508346
F_D_WM_WW_1419,2.423671843
F_D_WM_WW_3586,2.555027338
F_D_WM_WW_1946,2.743812476
F_D_WM_WW_2538,2.230233208
F_D_WM_WW_1968,2.549665681
F_D_WM_WW_2203,2.575066427
F_D_WM_WW_3067,2.566810728
F_D_WM_WW_2279,2.404955411
F_D_WM_WW_2651,2.428077755
F_D_WM_WW_1640,2.710353108
F_D_WM_WW_1233,2.279712691
F_D_WM_WW_1059,2.173904538
F_D_WM_WW_3615,2.260130202
F_D_WM_WW_3306,2.522200616
F_D_WM_WW_2209,2.265546381
F_D_WM_WW_3481,2.225785142
F_D_WM_WW_1982,2.354436535
F_D_WM_WW_2954,2.191265567
F_D_WM_WW_1371,2.274989848
F_D_WM_WW_3627,2.754950114
F_D_WM_WW_3835,2.555591545
F_D_WM_WW_3003,2.346132805
F_D_WM_WW_1858,2.525832533
F_D_WM_WW_3756,2.612893584
F_D_WM_WW_1554,2.600512897
F_D_WM_WW_3194,2.523460923
F_D_WM_WW_2395,2.309489421
F_D_WM_WW_1457,2.696458871
F_D_WM_WW_2802,2.427609664
F_D_WM_WW_1660,2.63946438
F_D_WM_WW_3553,2.226112259
F_D_WM_WW_3847,2.539317725
F_D_WM_WW_1898,2.281735691
F_D_WM_WW_3542,2.677025713
F_D_WM_WW_3937,2.165794997
F_D_WM_WW_3271,2.395858029
F_D_WM_WW_3805,2.338595818
F_D_WM_WW_1607,2.594189209
F_D_WM_WW_1545,2.34853284
F_D_WM_WW_1755,2.30693216
F_D_WM_WW_2291,2.207426858
F_D_WM_WW_2978,2.461098137
F_D_WM_WW_1168,2.572169482
F_D_WM_WW_3154,2.220814184
F_D_WM_WW_2030,2.669985983
F_D_WM_WW_2191,2.294635556
F_D_WM_WW_2687,2.337699979
F_D_WM_WW_1153,2.460475121
F_D_WM_WW_3672,2.653404126
F_D_WM_WW_2274,2.386275368
F_D_WM_WW_3239,2.355904947
F_D_WM_WW_1238,2.492339413
F_D_WM_WW_1912,2.377920767
F_D_WM_WW_3428,2.236012067
F_D_WM_WW_3018,2.599837964
F_D_WM_WW_1838,2.46917032
F_D_WM_WW_3225,2.743561311
F_D_WM_WW_1671,2.587679276
F_D_WM_WW_2835,2.349127097
F_D_WM_WW_1363,2.437055424
F_D_WM_WW_1429,2.692229982
F_D_WM_WW_2402,2.283046203
F_D_WM_WW_1675,2.265115765
F_D_WM_WW_2892,2.225414024
F_D_WM_WW_3264,2.31976941
F_D_WM_WW_1555,2.477214193
F_D_WM_WW_3838,2.439282256
F_D_WM_WW_1108,2.611283084
F_D_WM_WW_2545,2.295752698
F_D_WM_WW_3605,2.602077989
F_D_WM_WW_3301,2.367821171
F_D_WM_WW_2376,2.36992645
F_D_WM_WW_3850,2.27035056
F_D_WM_WW_2702,2.617417575
F_D_WM_WW_3552,2.418509166
F_D_WM_WW_2068,2.455822968
F_D_WM_WW_2290,2.521307215
F_D_WM_WW_3854,2.719275214
F_D_WM_WW_1742,2.416080527
F_D_WM_WW_2914,2.326038108
F_D_WM_WW_2125,2.627665688
F_D_WM_WW_3895,2.54929176
F_D_WM_WW_1283,2.296868338
F_D_WM_WW_1034,2.339349936
F_D_WM_WW_1075,2.588399965
F_D_WM_WW_3024,2.385609945
F_D_WM_WW_2543,2.639252157
F_D_WM_WW_2040,2.367791186
F_D_WM_WW_1221,2.729796828
F_D_WM_WW_2421,2.557186327
F_D_WM_WW_1481,2.606830436
F_D_WM_WW_2195,2.481313649
F_D_WM_WW_2373,2.780208165
F_D_WM_WW_2111,2.314178186
F_D_WM_WW_3804,2.533134223
F_D_WM_WW_1999,2.266573875
F_D_WM_WW_1673,2.589387374
F_D_WM_WW_3418,2.453849497
F_D_WM_WW_1583,2.576906163
F_D_WM_WW_1020,2.658686869
F_D_WM_WW_2994,2.473185164
F_D_WM_WW_1723,2.607547055
F_D_WM_WW_3065,2.763885862
F_D_WM_WW_2141,2.382438196
F_D_WM_WW_3453,2.388025471
F_D_WM_WW_3966,2.299686866
F_D_WM_WW_1590,2.507445473
F_D_WM_WW_3321,2.415569393
F_D_WM_WW_3025,2.301199026
F_D_WM_WW_1254,2.694233862
F_D_WM_WW_3267,2.364346715
F_D_WM_WW_2154,2.686923155
F_D_WM_WW_3656,2.250406558
F_D_WM_WW_1352,2.576437063
F_D_WM_WW_1849,2.700071396
F_D_WM_WW_1497,2.562780777
F_D_WM_WW_2032,2.438989853
F_D_WM_WW_1260,2.325147557
F_D_WM_WW_3040,2.453715396
F_D_WM_WW_3571,2.258329558
F_D_WM_WW_1333,2.36344376
F_D_WM_WW_1423,2.336020366
F_D_WM_WW_2448,2.347526709
F_D_WM_WW_1018,2.286294248
F_D_WM_WW_2434,2.652938194
F_D_WM_WW_1498,2.341447642
F_D_WM_WW_2446,2.596960949
F_D_WM_WW_1278,2.374954589
F_D_WM_WW_3033,2.253763858
F_D_WM_WW_2556,2.351886063
F_D_WM_WW_3149,2.184315455
F_D_WM_WW_3430,2.448282663
F_D_WM_WW_2238,2.458491903
F_D_WM_WW_2509,2.666114178
F_D_WM_WW_2882,2.470719719
F_D_WM_WW_1467,2.64539777
F_D_WM_WW_1201,2.249880416
F_D_WM_WW_3462,2.280946434
F_D_WM_WW_2888,2.731081763
F_D_WM_WW_3762,2.475521939
F_D_WM_WW_2188,2.443770807
F_D_WM_WW_3064,2.393574057
F_D_WM_WW_2452,2.474456266
F_D_WM_WW_2377,2.515466919
F_D_WM_WW_3157,2.230891441
F_D_WM_WW_2941,2.414382197
F_D_WM_WW_3255,2.430001836
F_D_WM_WW_1003,2.664881663
F_D_WM_WW_3982,2.538061805
F_D_WM_WW_2940,2.533472663
F_D_WM_WW_3541,2.318750884
F_D_WM_WW_1602,2.506177459
F_D_WM_WW_1810,2.492173726
F_D_WM_WW_3738,2.585512278
F_D_WM_WW_3720,2.222337241
F_D_WM_WW_2924,2.491548705
F_D_WM_WW_2794,2.240734673
F_D_WM_WW_1133,2.530297961
F_D_WM_WW_3175,2.656577241
F_D_WM_WW_2596,2.737750765
F_D_WM_WW_1019,2.592870222
F_D_WM_WW_2603,2.384890814
F_D_WM_WW_2106,2.34448611
F_D_WM_WW_3650,2.472443493
F_D_WM_WW_2417,2.459728362
F_D_WM_WW_2415,2.239157665
F_D_WM_WW_1268,2.57460967
F_D_WM_WW_3107,2.581441591
F_D_WM_WW_2816,2.31532605
F_D_WM_WW_3754,2.559832877
F_D_WM_WW_2570,2.285649601
F_D_WM_WW_1271,2.66263595
F_D_WM_WW_2964,2.686440645
F_D_WM_WW_3513,2.320996841
F_D_WM_WW_1536,2.27475939
F_D_WM_WW_1548,2.376086518
F_D_WM_WW_1167,2.619354753
F_D_WM_WW_2438,2.504629551
F_D_WM_WW_3991,2.591322064
F_D_WM_WW_1739,2.596219765
F_D_WM_WW_1314,2.637940488
F_D_WM_WW_1137,2.259007468
F_D_WM_WW_1822,2.374611796
F_D_WM_WW_3945,2.499597629
F_D_WM_WW_2915,2.544796471
F_D_WM_WW_1926,2.299560265
F_D_WM_WW_1678,2.683993199
F_D_WM_WW_2761,2.53216189
F_D_WM_WW_2149,2.675248619
F_D_WM_WW_1399,2.530094991
F_D_WM_WW_2622,2.293486956
F_D_WM_WW_1648,2.188132182
F_D_WM_WW_2804,2.527282912
F_D_WM_WW_1178,2.644996664
F_D_WM_WW_2885,2.278279501
F_D_WM_WW_2057,2.328459491
F_D_WM_WW_3156,2.365368207
F_D_WM_WW_1165,2.500291824
F_D_WM_WW_1795,2.277868829
F_D_WM_WW_2661,2.255168754
F_D_WM_WW_1994,2.437415207
F_D_WM_WW_2202,2.538670142
F_D_WM_WW_3480,2.546589601
F_D_WM_WW_1603,2.355135066
F_D_WM_WW_2887,2.444716308
F_D_WM_WW_3675,2.307902923
F_D_WM_WW_1132,2.300760673
F_D_WM_WW_2461,2.546437552
F_D_WM_WW_2664,2.524074686
F_D_WM_WW_1969,2.715705678
F_D_WM_WW_3140,2.672462752
F_D_WM_WW_2479,2.571615245
F_D_WM_WW_1103,2.523335473
F_D_WM_WW_1319,2.581872479
F_D_WM_WW_3053,2.533168324
F_D_WM_WW_1410,2.347896903
F_D_WM_WW_3643,2.411890197
F_D_WM_WW_2400,2.522472606
F_D_WM_WW_1449,2.358493899
F_D_WM_WW_3741,2.312928471
F_D_WM_WW_1790,2.608235
F_D_WM_WW_3358,2.352681564
F_D_WM_WW_1354,2.524330605
F_D_WM_WW_2382,2.504962507
F_D_WM_WW_3963,2.273245442
F_D_WM_WW_1724,2.464069229
F_D_WM_WW_3312,2.330595899
F_D_WM_WW_2936,2.699880178
F_D_WM_WW_3126,2.550030879
F_D_WM_WW_3390,2.598048709
F_D_WM_WW_2718,2.3571939
F_D_WM_WW_1878,2.494756659
F_D_WM_WW_1417,2.186546868
F_D_WM_WW_3203,2.303281521
F_D_WM_WW_1820,2.506497852
F_D_WM_WW_3211,2.315274566
F_D_WM_WW_2681,2.427738683
F_D_WM_WW_1313,2.312536208
F_D_WM_WW_3731,2.407204149
F_D_WM_WW_2913,2.612658846
F_D_WM_WW_1360,2.705378403
F_D_WM_WW_3532,2.159650783
F_D_WM_WW_3959,2.535028267
F_D_WM_WW_3350,2.381283801
F_D_WM_WW_3246,2.563258321
F_D_WM_WW_2056,2.381851509
F_D_WM_WW_3591,2.786870104
F_D_WM_WW_1031,2.434928907
F_D_WM_WW_1824,2.33108444
F_D_WM_WW_3852,2.631667813
F_D_WM_WW_2425,2.232734319
F_D_WM_WW_2080,2.204669098
F_D_WM_WW_2093,2.396496713
F_D_WM_WW_1373,2.419107205
F_D_WM_WW_1476,2.50056828
F_D_WM_WW_1302,2.484321984
F_D_WM_WW_1882,2.386527573
F_D_WM_WW_2189,2.36430442
F_D_WM_WW_2890,2.299998122
F_D_WM_WW_3009,2.496480445
F_D_WM_WW_2733,2.606832474
F_D_WM_WW_2640,2.492417187
F_D_WM_WW_1124,2.735263343
F_D_WM_WW_1204,2.423441801
F_D_WM_WW_1384,2.363236618
F_D_WM_WW_3318,2.314985957
F_D_WM_WW_1751,2.58721401
F_D_WM_WW_3290,2.444676696
F_D_WM_WW_3010,2.390610594
F_D_WM_WW_3328,2.645804037
F_D_WM_WW_2178,2.263603218
F_D_WM_WW_1369,2.287867832
F_D_WM_WW_3882,2.35691886
F_D_WM_WW_1506,2.349001051
F_D_WM_WW_1781,2.586028253
F_D_WM_WW_2337,2.293604077
F_D_WM_WW_2655,2.448825611
F_D_WM_WW_3817,2.3529592
F_D_WM_WW_1202,2.625479402
F_D_WM_WW_3824,2.72496047
F_D_WM_WW_3727,2.350758932
F_D_WM_WW_3038,2.39894357
F_D_WM_WW_1200,2.345626789
F_D_WM_WW_1284,2.276111127
F_D_WM_WW_1301,2.528618575
F_D_WM_WW_1745,2.411646802
F_D_WM_WW_1948,2.586697002
F_D_WM_WW_2247,2.245281908
F_D_WM_WW_2299,2.607189367
F_D_WM_WW_3437,2.353193677
F_D_WM_WW_3069,2.239904415
F_D_WM_WW_3776,2.400859159
F_D_WM_WW_2745,2.680934558
F_D_WM_WW_3989,2.644603367
F_D_WM_WW_1859,2.342363517
F_D_WM_WW_1462,2.18992795
F_D_WM_WW_3196,2.270042848
F_D_WM_WW_1134,2.477046997
F_D_WM_WW_1413,2.50810189
F_D_WM_WW_2582,2.362658389
F_D_WM_WW_1972,2.586062622
F_D_WM_WW_1881,2.397799528
F_D_WM_WW_3494,2.470039322
F_D_WM_WW_1029,2.653572885
F_D_WM_WW_3782,2.551686231
F_D_WM_WW_1696,2.613221553
F_D_WM_WW_2143,2.647915107
F_D_WM_WW_3910,2.428079257
F_D_WM_WW_3440,2.345213812
F_D_WM_WW_3106,2.431110038
F_D_WM_WW_2950,2.426127949
F_D_WM_WW_3452,2.280439878
F_D_WM_WW_1535,2.344953867
F_D_WM_WW_2313,2.297835982
F_D_WM_WW_2084,2.53923257
F_D_WM_WW_1348,2.265963168
F_D_WM_WW_3932,2.508487967
F_D_WM_WW_2778,2.474571757
F_D_WM_WW_1707,2.191612676
F_D_WM_WW_2602,2.241928336
F_D_WM_WW_2942,2.551972189
F_D_WM_WW_2786,2.609623561
F_D_WM_WW_2174,2.553224873
F_D_WM_WW_1954,2.569064886
F_D_WM_WW_1970,2.222887986
F_D_WM_WW_2970,2.423127424
F_D_WM_WW_3674,2.686447331
F_D_WM_WW_1439,2.540690136
F_D_WM_WW_2513,2.248214202
F_D_WM_WW_2175,2.435838733
F_D_WM_WW_3439,2.47622112
F_D_WM_WW_3778,2.723915129
F_D_WM_WW_3666,2.234868185
F_D_WM_WW_3298,2.362833969
F_D_WM_WW_3659,2.1637096
F_D_WM_WW_1250,2.554487793
F_D_WM_WW_1418,2.555648149
F_D_WM_WW_3327,2.345285879
F_D_WM_WW_3354,2.558238091
F_D_WM_WW_1650,2.307163594
F_D_WM_WW_3486,2.644801972
F_D_WM_WW_3458,2.606796841
F_D_WM_WW_1185,2.374151167
F_D_WM_WW_2207,2.554968499
F_D_WM_WW_2946,2.537773398
F_D_WM_WW_3680,2.437530579
F_D_WM_WW_1126,2.632669237
F_D_WM_WW_3665,2.222558421
F_D_WM_WW_3022,2.369927485
F_D_WM_WW_3333,2.45826329
F_D_WM_WW_3617,2.636966302
F_D_WM_WW_2792,2.263864467
F_D_WM_WW_2549,2.276833395
F_D_WM_WW_3029,2.383618795
F_D_WM_WW_1521,2.471162432
F_D_WM_WW_1451,2.346151417
F_D_WM_WW_1777,2.221507394
F_D_WM_WW_2298,2.493410223
F_D_WM_WW_2752,2.315664563
F_D_WM_WW_2743,2.728874456
F_D_WM_WW_1693,2.446239441
F_D_WM_WW_2439,2.634777374
F_D_WM_WW_3527,2.63141135
F_D_WM_WW_3608,2.573808455
F_D_WM_WW_2592,2.701299665
F_D_WM_WW_1656,2.466749888
F_D_WM_WW_1746,2.245956426
F_D_WM_WW_3070,2.627517455
F_D_WM_WW_1264,2.675175167
F_D_WM_WW_1682,2.193196315
F_D_WM_WW_3218,2.436650301
F_D_WM_WW_1807,2.529508075
F_D_WM_WW_2562,2.490431154
F_D_WM_WW_3992,2.333989089
F_D_WM_WW_1900,2.492553142
F_D_WM_WW_3266,2.61115059
F_D_WM_WW_1922,2.510932289
F_D_WM_WW_3730,2.243917354
F_D_WM_WW_1762,2.708801929
F_D_WM_WW_1194,2.310276312
F_D_WM_WW_3122,2.252210302
F_D_WM_WW_2895,2.304215999
F_D_WM_WW_1885,2.63332738
F_D_WM_WW_2758,2.550810604
F_D_WM_WW_1291,2.387667913
F_D_WM_WW_3248,2.230621424
F_D_WM_WW_3330,2.349788506
F_D_WM_WW_2015,2.739932959
F_D_WM_WW_1022,2.424119736
F_D_WM_WW_1092,2.465372035
F_D_WM_WW_1364,2.33132015
F_D_WM_WW_3039,2.438989453
F_D_WM_WW_3259,2.428541094
F_D_WM_WW_3426,2.25693196
F_D_WM_WW_1524,2.194538343
F_D_WM_WW_2346,2.352976892
F_D_WM_WW_2019,2.597948169
F_D_WM_WW_3921,2.631154143
F_D_WM_WW_1183,2.326946334
F_D_WM_WW_1469,2.660177954
F_D_WM_WW_1832,2.575475794
F_D_WM_WW_3940,2.481983725
F_D_WM_WW_3388,2.483263617
F_D_WM_WW_1890,2.257498285
F_D_WM_WW_2975,2.309395848
F_D_WM_WW_1853,2.676505956
F_D_WM_WW_2397,2.329973776
F_D_WM_WW_1978,2.502282513
F_D_WM_WW_1821,2.724297336
F_D_WM_WW_2834,2.418596396
F_D_WM_WW_3220,2.640613789
F_D_WM_WW_3926,2.446136609
F_D_WM_WW_2062,2.518969326
F_D_WM_WW_2105,2.394396298
F_D_WM_WW_1127,2.303918674
F_D_WM_WW_2583,2.31016864
F_D_WM_WW_1549,2.509355745
F_D_WM_WW_1508,2.549532936
F_D_WM_WW_3340,2.568461922
F_D_WM_WW_1757,2.481724278
F_D_WM_WW_2727,2.311415338
F_D_WM_WW_3624,2.431339469
F_D_WM_WW_2768,2.466527832
F_D_WM_WW_1396,2.322136572
F_D_WM_WW_1143,2.454921009
F_D_WM_WW_1766,2.542482217
F_D_WM_WW_3045,2.205683435
F_D_WM_WW_3942,2.500960847
F_D_WM_WW_1701,2.517754373
F_D_WM_WW_1053,2.621540421
F_D_WM_WW_1879,2.395049868
F_D_WM_WW_2685,2.327174992
F_D_WM_WW_1695,2.178469878
F_D_WM_WW_1483,2.563152687
F_D_WM_WW_1627,2.438997155
F_D_WM_WW_2796,2.617680526
F_D_WM_WW_2453,2.480610591
F_D_WM_WW_3508,2.449678726
F_D_WM_WW_1836,2.32823224
F_D_WM_WW_2437,2.520323304
F_D_WM_WW_3713,2.559490452
F_D_WM_WW_1683,2.23709028
F_D_WM_WW_2997,2.577706009
F_D_WM_WW_3520,2.754988377
F_D_WM_WW_3200,2.40346738
F_D_WM_WW_1374,2.577288608
F_D_WM_WW_3626,2.548975492
F_D_WM_WW_2498,2.615579946
F_D_WM_WW_3115,2.38075114
F_D_WM_WW_1520,2.248133027
F_D_WM_WW_3484,2.485528974
F_D_WM_WW_1146,2.44555457
F_D_WM_WW_1041,2.46113745
F_D_WM_WW_3562,2.324001725
F_D_WM_WW_1932,2.426589676
F_D_WM_WW_1166,2.440972689
F_D_WM_WW_1828,2.346179185
F_D_WM_WW_1017,2.176831751
F_D_WM_WW_1719,2.52689773
F_D_WM_WW_2515,2.423308858
F_D_WM_WW_2560,2.496695861
F_D_WM_WW_2490,2.203792139
F_D_WM_WW_2060,2.678292417
F_D_WM_WW_3496,2.57149318
F_D_WM_WW_3233,2.676165746
F_D_WM_WW_3867,2.445908663
F_D_WM_WW_1489,2.234509565
F_D_WM_WW_2158,2.487936965
F_D_WM_WW_2912,2.352847646
F_D_WM_WW_1953,2.600589181
F_D_WM_WW_2482,2.287799633
F_D_WM_WW_3405,2.342137338
F_D_WM_WW_3899,2.740582793
F_D_WM_WW_2270,2.339377726
F_D_WM_WW_1793,2.388830411
F_D_WM_WW_2172,2.491808096
F_D_WM_WW_2928,2.469871848
F_D_WM_WW_2900,2.729205936
F_D_WM_WW_3857,2.546929228
F_D_WM_WW_1993,2.359035022
F_D_WM_WW_3676,2.381168194
F_D_WM_WW_2795,2.348212223
F_D_WM_WW_2016,2.606215283
F_D_WM_WW_2118,2.614481365
F_D_WM_WW_3864,2.418194112
F_D_WM_WW_2535,2.307883221
F_D_WM_WW_1068,2.433131513
F_D_WM_WW_1904,2.53453477
F_D_WM_WW_3272,2.483968698
F_D_WM_WW_2152,2.536939966
F_D_WM_WW_2822,2.422024117
F_D_WM_WW_1621,2.54055372
F_D_WM_WW_1426,2.528197916
F_D_WM_WW_3987,2.685202844
F_D_WM_WW_3044,2.280777743
F_D_WM_WW_2399,2.559058888
F_D_WM_WW_3662,2.188755645
F_D_WM_WW_2323,2.492176722
F_D_WM_WW_3124,2.574298259
F_D_WM_WW_3951,2.608753708
F_D_WM_WW_3537,2.480536039
F_D_WM_WW_1461,2.443167888
F_D_WM_WW_3715,2.511827049
F_D_WM_WW_2316,2.257288586
F_D_WM_WW_3419,2.386663608
F_D_WM_WW_2014,2.63198837
F_D_WM_WW_3953,2.469004054
F_D_WM_WW_3063,2.494030979
F_D_WM_WW_2258,2.384050494
F_D_WM_WW_3450,2.489087129
F_D_WM_WW_1257,2.579893661
F_D_WM_WW_2303,2.541558428
F_D_WM_WW_3803,2.500306239
F_D_WM_WW_3799,2.416920987
F_D_WM_WW_1355,2.42502621
F_D_WM_WW_3359,2.348590919
F_D_WM_WW_1237,2.331647807
F_D_WM_WW_3179,2.25381174
F_D_WM_WW_3257,2.660422445
F_D_WM_WW_1684,2.691894645
F_D_WM_WW_1332,2.517385056
F_D_WM_WW_3980,2.372892051
F_D_WM_WW_3861,2.606144302
F_D_WM_WW_3639,2.593519515
F_D_WM_WW_3054,2.685533277
